crash_date,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code_1,vehicle_type_code_2,crash_datetime,hour,month,month_name,day_of_week,is_weekend,is_fatal
2020-05-19,QUEENS,11101.0,40.757214,-73.94488,,,9-11 40 AVENUE,0,0,0,0,0,0,0,0,Outside Car Distraction,Unspecified,4314836,Sedan,Sedan,2020-05-19 03:18:00,3,5,May,Tuesday,False,False
2020-05-19,,,40.663227,-73.93159,UTICA AVENUE,EAST NEW YORK AVENUE,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,4314872,Taxi,Sedan,2020-05-19 14:05:00,14,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11207.0,40.667835,-73.89484,PENNSYLVANIA AVENUE,BLAKE AVENUE,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4314684,Bus,Sedan,2020-05-19 18:00:00,18,5,May,Tuesday,False,False
2020-05-19,,,40.63151,-74.14868,,,275 WALKER STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4314511,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 05:30:00,5,5,May,Tuesday,False,False
2020-05-19,,,40.88287,-73.85021,LACONIA AVENUE,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4318464,Sedan,Bike,2020-05-19 17:40:00,17,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11217.0,40.687202,-73.985565,,,388 ATLANTIC AVENUE,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4314603,Sedan,Van,2020-05-19 14:33:00,14,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11213.0,40.663933,-73.94063,,,660 EMPIRE BOULEVARD,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4314781,Station Wagon/Sport Utility Vehicle,Bike,2020-05-19 20:30:00,20,5,May,Tuesday,False,False
2020-05-19,,,,,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4314542,Sedan,Sedan,2020-05-19 09:02:00,9,5,May,Tuesday,False,False
2020-05-19,BRONX,10458.0,40.85876,-73.89736,VALENTINE AVENUE,EAST 184 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4314707,Carry All,Sedan,2020-05-19 16:24:00,16,5,May,Tuesday,False,False
2020-05-19,,,40.61327,-73.95623,AVENUE O,,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,4314666,Sedan,Bike,2020-05-19 17:00:00,17,5,May,Tuesday,False,False
2020-05-19,BRONX,10468.0,40.869453,-73.89915,,,2745 RESERVOIR AVENUE,5,0,0,0,0,0,5,0,Failure to Yield Right-of-Way,Unspecified,4314617,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 19:45:00,19,5,May,Tuesday,False,False
2020-05-19,QUEENS,11106.0,40.756783,-73.92738,,,35-39 33 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314638,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-05-19 23:07:00,23,5,May,Tuesday,False,False
2020-05-19,,,,,WILLIAMSBURG BRIDGE OUTER ROADWA,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4314787,Sedan,Sedan,2020-05-19 15:00:00,15,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11233.0,40.685497,-73.91771,SARATOGA AVENUE,HALSEY STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4314565,Station Wagon/Sport Utility Vehicle,Bike,2020-05-19 07:10:00,7,5,May,Tuesday,False,False
2020-05-19,BRONX,10461.0,40.848602,-73.85123,TOMLINSON AVENUE,VANNEST AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4315359,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 17:12:00,17,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11213.0,40.677483,-73.93033,ATLANTIC AVENUE,UTICA AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4314981,Sedan,Sedan,2020-05-19 11:24:00,11,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11236.0,40.647324,-73.9048,,,1310 ROCKAWAY PARKWAY,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4314712,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 13:11:00,13,5,May,Tuesday,False,False
2020-05-19,BRONX,10454.0,40.80879,-73.91619,EAST 141 STREET,SAINT ANNS AVENUE,,3,0,0,0,0,0,3,0,Unspecified,Unspecified,4314577,Taxi,Sedan,2020-05-19 19:00:00,19,5,May,Tuesday,False,False
2020-05-19,BRONX,10457.0,40.84536,-73.89684,3 AVENUE,EAST 176 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4314519,Taxi,Sedan,2020-05-19 10:15:00,10,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11220.0,40.64703,-74.012,49 STREET,4 AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4315060,Sedan,Sedan,2020-05-19 23:35:00,23,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11203.0,40.639507,-73.94445,EAST 34 STREET,VICTOR ROAD,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4314880,Station Wagon/Sport Utility Vehicle,E-Scooter,2020-05-19 16:14:00,16,5,May,Tuesday,False,False
2020-05-19,,,40.690594,-73.95162,NOSTRAND AVENUE,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4314653,Sedan,Sedan,2020-05-19 00:43:00,0,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11216.0,40.685844,-73.94732,MONROE STREET,MARCY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4315085,Station Wagon/Sport Utility Vehicle,Taxi,2020-05-19 08:48:00,8,5,May,Tuesday,False,False
2020-05-19,,,40.665268,-73.827705,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4314547,Station Wagon/Sport Utility Vehicle,Sedan,2020-05-19 00:00:00,0,5,May,Tuesday,False,False
2020-05-19,QUEENS,11435.0,40.69113,-73.80229,,,145-41 LAKEWOOD AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4316128,Sedan,,2020-05-19 13:30:00,13,5,May,Tuesday,False,False
2020-05-19,,,40.737553,-73.85089,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314548,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 18:30:00,18,5,May,Tuesday,False,False
2020-05-19,STATEN ISLAND,10306.0,40.570465,-74.10977,HYLAN BOULEVARD,NEW DORP LANE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4314564,Pick-up Truck,Pick-up Truck,2020-05-19 11:10:00,11,5,May,Tuesday,False,False
2020-05-19,,,40.877068,-73.906105,WEST 230 STREET,BROADWAY,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Following Too Closely,4314670,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,2020-05-19 06:47:00,6,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11210.0,40.63447,-73.94012,EAST 38 STREET,GLENWOOD ROAD,,4,0,0,0,0,0,4,0,Unspecified,Unspecified,4314873,Station Wagon/Sport Utility Vehicle,Sedan,2020-05-19 19:13:00,19,5,May,Tuesday,False,False
2020-05-19,,,40.750957,-73.98273,WEST 38 STREET,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314623,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-05-19 21:40:00,21,5,May,Tuesday,False,False
2020-05-19,,,,,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4314546,Sedan,Box Truck,2020-05-19 08:35:00,8,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10035.0,40.807034,-73.939705,EAST 127 STREET,MADISON AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Other Vehicular,4315162,Sedan,Bike,2020-05-19 00:20:00,0,5,May,Tuesday,False,False
2020-05-19,,,,,EAST 57 STREET,QUEENSBORO BRIDGE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4314538,Pick-up Truck,Sedan,2020-05-19 15:46:00,15,5,May,Tuesday,False,False
2020-05-19,QUEENS,11691.0,40.604843,-73.76833,,,31-001 COLDSPRING ROAD,0,0,0,0,0,0,0,0,Unspecified,,4314621,Sedan,,2020-05-19 12:05:00,12,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10035.0,40.800507,-73.938156,3 AVENUE,EAST 120 STREET,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,4315173,Sedan,Tractor Truck Diesel,2020-05-19 08:21:00,8,5,May,Tuesday,False,False
2020-05-19,QUEENS,11413.0,40.687447,-73.748856,SPRINGFIELD BOULEVARD,122 AVENUE,,0,1,0,0,0,0,0,1,Unsafe Speed,Unspecified,4314396,Motorcycle,Sedan,2020-05-19 01:38:00,1,5,May,Tuesday,False,True
2020-05-19,STATEN ISLAND,10304.0,40.59018,-74.10089,RICHMOND ROAD,LIBERTY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314518,Sedan,Box Truck,2020-05-19 13:20:00,13,5,May,Tuesday,False,False
2020-05-19,,,40.68771,-73.845345,95 AVENUE,97 STREET,,1,0,0,0,0,0,1,0,Driver Inexperience,Unspecified,4330291,Station Wagon/Sport Utility Vehicle,Open Body,2020-05-19 18:20:00,18,5,May,Tuesday,False,False
2020-05-19,,,,,QUEENSBORO BRIDGE UPPER,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,4314572,Sedan,,2020-05-19 22:30:00,22,5,May,Tuesday,False,False
2020-05-19,BRONX,10454.0,40.80943,-73.923645,,,381 EAST 138 STREET,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4314489,Station Wagon/Sport Utility Vehicle,Sedan,2020-05-19 03:20:00,3,5,May,Tuesday,False,False
2020-05-19,,,40.87931,-73.90314,MAJOR DEEGAN EXPRESSWAY,,,1,0,0,0,0,0,1,0,Outside Car Distraction,,4316506,Station Wagon/Sport Utility Vehicle,,2020-05-19 05:30:00,5,5,May,Tuesday,False,False
2020-05-19,QUEENS,11412.0,40.69289,-73.75376,198 STREET,118 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4314711,Sedan,,2020-05-19 14:37:00,14,5,May,Tuesday,False,False
2020-05-19,,,40.700737,-73.99499,BROOKLYN QUEENS EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4314535,Sedan,Sedan,2020-05-19 14:30:00,14,5,May,Tuesday,False,False
2020-05-19,,,40.60891,-74.17833,SOUTH AVENUE,CURRY AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314545,Pick-up Truck,Sedan,2020-05-19 17:30:00,17,5,May,Tuesday,False,False
2020-05-19,STATEN ISLAND,10304.0,40.615204,-74.084656,VANDERBILT AVENUE,TARGEE STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4315083,Sedan,,2020-05-19 16:35:00,16,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11205.0,40.690693,-73.95728,DE KALB AVENUE,FRANKLIN AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4316184,Sedan,,2020-05-19 21:00:00,21,5,May,Tuesday,False,False
2020-05-19,QUEENS,11102.0,40.77054,-73.93205,30 ROAD,12 STREET,,4,0,0,0,0,0,4,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4314636,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-05-19 19:30:00,19,5,May,Tuesday,False,False
2020-05-19,STATEN ISLAND,10305.0,40.58524,-74.093414,HYLAN BOULEVARD,BUEL AVENUE,,1,0,0,0,0,0,1,0,Fatigued/Drowsy,Unspecified,4314561,Station Wagon/Sport Utility Vehicle,Sedan,2020-05-19 16:45:00,16,5,May,Tuesday,False,False
2020-05-19,,,40.713184,-73.82393,VAN WYCK EXPWY,,,1,0,0,0,0,0,1,0,Unsafe Lane Changing,Unspecified,4314549,Station Wagon/Sport Utility Vehicle,Sedan,2020-05-19 09:35:00,9,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11205.0,40.6972,-73.952934,PARK AVENUE,NOSTRAND AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4317602,Sedan,Sedan,2020-05-19 20:20:00,20,5,May,Tuesday,False,False
2020-05-19,BRONX,10467.0,40.878967,-73.86549,,,3559 WHITE PLAINS ROAD,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4314450,Bus,Sedan,2020-05-19 09:03:00,9,5,May,Tuesday,False,False
2020-05-19,,,40.812622,-73.92934,PARK AVENUE,EAST 138 STREET,,1,0,0,0,1,0,0,0,Accelerator Defective,Unspecified,4314575,Station Wagon/Sport Utility Vehicle,E-Scooter,2020-05-19 17:24:00,17,5,May,Tuesday,False,False
2020-05-19,BRONX,10459.0,40.825695,-73.89913,PROSPECT AVENUE,EAST 166 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4314828,Sedan,Sedan,2020-05-19 23:00:00,23,5,May,Tuesday,False,False
2020-05-19,,,40.848118,-73.93089,AMSTERDAM AVENUE,,,0,0,0,0,0,0,0,0,Other Vehicular,Driver Inattention/Distraction,4314596,Pick-up Truck,Taxi,2020-05-19 12:26:00,12,5,May,Tuesday,False,False
2020-05-19,BRONX,10459.0,40.821415,-73.88933,FAILE STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,4314953,Sedan,,2020-05-19 15:30:00,15,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11212.0,40.66255,-73.90893,ROCKAWAY AVENUE,LIVONIA AVENUE,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Following Too Closely,4314568,Sedan,Sedan,2020-05-19 10:48:00,10,5,May,Tuesday,False,False
2020-05-19,STATEN ISLAND,10301.0,40.631184,-74.09297,FOREST AVENUE,HAVEN ESPLANADE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4315066,Station Wagon/Sport Utility Vehicle,Sedan,2020-05-19 07:14:00,7,5,May,Tuesday,False,False
2020-05-19,,,40.668495,-73.925606,BUFFALO AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4314718,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 20:45:00,20,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11234.0,40.616055,-73.915924,,,2023 EAST 61 STREET,0,0,0,0,0,0,0,0,Unspecified,,4314593,Sedan,,2020-05-19 11:40:00,11,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11234.0,40.60657,-73.93033,,,2130 EAST 34 STREET,0,0,0,0,0,0,0,0,Unspecified,,4314594,Sedan,,2020-05-19 09:00:00,9,5,May,Tuesday,False,False
2020-05-19,,,40.69336,-73.97585,NORTH PORTLAND AVENUE,,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4314566,Motorcycle,,2020-05-19 18:44:00,18,5,May,Tuesday,False,False
2020-05-19,QUEENS,11373.0,40.731277,-73.871574,WOODHAVEN BOULEVARD,BOOTH STREET,,1,0,0,0,1,0,0,0,Passing or Lane Usage Improper,Unspecified,4314914,E-Scooter,Station Wagon/Sport Utility Vehicle,2020-05-19 06:15:00,6,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11222.0,40.723484,-73.95165,BEDFORD AVENUE,LORIMER STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,4314663,Sedan,E-Bike,2020-05-19 22:37:00,22,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11234.0,40.635426,-73.92474,GLENWOOD ROAD,EAST 54 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314406,Station Wagon/Sport Utility Vehicle,Sedan,2020-05-19 03:00:00,3,5,May,Tuesday,False,False
2020-05-19,,,40.82256,-73.88755,BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4314948,Sedan,Tractor Truck Gasoline,2020-05-19 14:03:00,14,5,May,Tuesday,False,False
2020-05-19,QUEENS,11106.0,40.755573,-73.92836,,,36-11 33 STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314635,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-05-19 12:30:00,12,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10002.0,40.71429,-73.99396,DIVISION STREET,ELDRIDGE STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4316085,Sedan,Motorcycle,2020-05-19 17:42:00,17,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11239.0,,,,,528 GATEWAY DRIVE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314678,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 16:20:00,16,5,May,Tuesday,False,False
2020-05-19,,,40.737553,-73.85089,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Following Too Closely,Following Too Closely,4314558,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 19:00:00,19,5,May,Tuesday,False,False
2020-05-19,,,40.73715,-73.930824,BORDEN AVENUE,GREENPOINT AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4314556,Station Wagon/Sport Utility Vehicle,,2020-05-19 20:14:00,20,5,May,Tuesday,False,False
2020-05-19,,,40.645664,-74.00974,49 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,4314550,Station Wagon/Sport Utility Vehicle,,2020-05-19 11:00:00,11,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11207.0,40.65696,-73.89406,,,437 DE WITT AVENUE,0,0,0,0,0,0,0,0,Unspecified,,4314682,Sedan,,2020-05-19 15:00:00,15,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11207.0,40.654484,-73.886536,COZINE AVENUE,NEW JERSEY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4314683,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-05-19 16:15:00,16,5,May,Tuesday,False,False
2020-05-19,,,40.841347,-73.9169,JEROME AVENUE,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4314625,Station Wagon/Sport Utility Vehicle,E-Bike,2020-05-19 17:57:00,17,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10016.0,40.74708,-73.98135,EAST 34 STREET,PARK AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Driver Inattention/Distraction,4314729,Sedan,Sedan,2020-05-19 07:10:00,7,5,May,Tuesday,False,False
2020-05-19,QUEENS,11691.0,40.604576,-73.74945,NAMEOKE STREET,DINSMORE AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4314478,Sedan,,2020-05-19 08:41:00,8,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10023.0,40.776684,-73.983055,AMSTERDAM AVENUE,WEST 69 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,View Obstructed/Limited,4314491,Bus,Station Wagon/Sport Utility Vehicle,2020-05-19 11:15:00,11,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10035.0,40.798935,-73.93637,EAST 119 STREET,2 AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4315161,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 22:22:00,22,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10032.0,40.84231,-73.93515,AMSTERDAM AVENUE,WEST 172 STREET,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Unspecified,4314605,Station Wagon/Sport Utility Vehicle,Bike,2020-05-19 18:15:00,18,5,May,Tuesday,False,False
2020-05-19,,,40.840206,-73.91015,MORRIS AVENUE,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,4314626,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 13:30:00,13,5,May,Tuesday,False,False
2020-05-19,QUEENS,11412.0,40.696716,-73.76145,,,191-34 114 DRIVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4314709,Sedan,Sedan,2020-05-19 00:00:00,0,5,May,Tuesday,False,False
2020-05-19,BRONX,10472.0,40.825214,-73.8736,,,1025 MORRISON AVENUE,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4314609,Sedan,Station Wagon/Sport Utility Vehicle,2020-05-19 23:30:00,23,5,May,Tuesday,False,False
2020-05-19,BRONX,10467.0,40.881966,-73.8847,WEST MOSHOLU PARKWAY NORTH,GATES PLACE,,0,0,0,0,0,0,0,0,Unspecified,,4314604,Station Wagon/Sport Utility Vehicle,,2020-05-19 17:10:00,17,5,May,Tuesday,False,False
2020-05-19,,,40.8059,-73.92523,BRUCKNER BOULEVARD,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4314687,Station Wagon/Sport Utility Vehicle,Bike,2020-05-19 12:15:00,12,5,May,Tuesday,False,False
2020-05-19,,,40.60307,-74.01667,BELT PARKWAY,,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,4314587,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-05-19 12:04:00,12,5,May,Tuesday,False,False
2020-05-19,QUEENS,11385.0,40.698,-73.89478,,,75-32 60 LANE,0,0,0,0,0,0,0,0,Unspecified,,4314834,Taxi,,2020-05-19 20:00:00,20,5,May,Tuesday,False,False
2020-05-19,BRONX,10455.0,40.81922,-73.91062,EAST 156 STREET,SAINT ANNS AVENUE,,1,0,0,0,1,0,0,0,Lost Consciousness,,4314775,Bike,,2020-05-19 17:05:00,17,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10036.0,40.76015,-73.9988,11 AVENUE,WEST 41 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4314656,Station Wagon/Sport Utility Vehicle,Sedan,2020-05-19 14:53:00,14,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10027.0,40.817635,-73.95686,,,3260 BROADWAY,1,0,1,0,0,0,0,0,Backing Unsafely,,4314599,Taxi,,2020-05-19 15:48:00,15,5,May,Tuesday,False,False
2020-05-19,BRONX,10454.0,40.804344,-73.92158,BRUCKNER BOULEVARD,BROOK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4315771,Sedan,,2020-05-19 18:10:00,18,5,May,Tuesday,False,False
2020-05-19,BRONX,10472.0,40.83272,-73.87235,,,1314 FTELEY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314608,Taxi,Sedan,2020-05-19 15:22:00,15,5,May,Tuesday,False,False
2020-05-19,,,40.844917,-73.926384,CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4314563,Tractor Truck Diesel,Tractor Truck Diesel,2020-05-19 21:30:00,21,5,May,Tuesday,False,False
2020-05-19,BRONX,10461.0,40.842484,-73.84786,OVERING STREET,MACLAY AVENUE,,1,0,1,0,0,0,0,0,,,4315043,,,2020-05-19 08:40:00,8,5,May,Tuesday,False,False
2020-05-19,BRONX,10459.0,40.82989,-73.8852,,,1440 SHERIDAN EXPRESSWAY,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4315107,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-05-19 23:10:00,23,5,May,Tuesday,False,False
2020-05-19,,,40.68804,-73.83275,111 STREET,,,1,0,0,0,1,0,0,0,Backing Unsafely,Driver Inattention/Distraction,4314613,Station Wagon/Sport Utility Vehicle,E-Bike,2020-05-19 13:25:00,13,5,May,Tuesday,False,False
2020-05-19,BRONX,10466.0,40.881264,-73.83875,BAYCHESTER AVENUE,BOSTON ROAD,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,4314644,Taxi,Station Wagon/Sport Utility Vehicle,2020-05-19 17:28:00,17,5,May,Tuesday,False,False
2020-05-19,QUEENS,11379.0,40.71254,-73.8813,,,72-31 METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4314428,Sedan,Sedan,2020-05-19 05:43:00,5,5,May,Tuesday,False,False
2020-05-19,BRONX,10474.0,40.806843,-73.88434,,,1300 VIELE AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4314516,Tractor Truck Diesel,Station Wagon/Sport Utility Vehicle,2020-05-19 10:00:00,10,5,May,Tuesday,False,False
2020-05-19,,,40.812622,-73.92934,EAST 138 STREET,PARK AVENUE,,1,0,0,0,0,0,1,0,Other Vehicular,Other Vehicular,4314570,Sedan,Taxi,2020-05-19 17:24:00,17,5,May,Tuesday,False,False
2020-05-19,,,40.862392,-73.91802,9 AVENUE,,,0,0,0,0,0,0,0,0,Passing Too Closely,Backing Unsafely,4314509,Station Wagon/Sport Utility Vehicle,Refrigerated Van,2020-05-19 12:10:00,12,5,May,Tuesday,False,False
2020-05-19,BRONX,10470.0,40.895374,-73.86356,WEBSTER AVENUE,EAST 233 STREET,,1,0,0,0,0,0,1,0,Lost Consciousness,Unspecified,4314747,Sedan,Sedan,2020-05-19 19:34:00,19,5,May,Tuesday,False,False
2020-05-19,BRONX,10451.0,40.81438,-73.92476,MORRIS AVENUE,EAST 142 STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,4314490,Station Wagon/Sport Utility Vehicle,Bike,2020-05-19 09:40:00,9,5,May,Tuesday,False,False
2020-05-19,QUEENS,11385.0,40.705353,-73.9146,,,1706 HIMROD STREET,0,0,0,0,0,0,0,0,Other Vehicular,Unspecified,4332990,Station Wagon/Sport Utility Vehicle,,2020-05-19 16:46:00,16,5,May,Tuesday,False,False
2020-05-19,BRONX,10473.0,40.817017,-73.86291,BEACH AVENUE,RANDALL AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4314610,Sedan,Sedan,2020-05-19 14:38:00,14,5,May,Tuesday,False,False
2020-05-19,QUEENS,11368.0,40.754406,-73.85581,37 AVENUE,112 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4314930,Station Wagon/Sport Utility Vehicle,Motorcycle,2020-05-19 09:20:00,9,5,May,Tuesday,False,False
2020-05-19,BROOKLYN,11237.0,40.69426,-73.91036,KNICKERBOCKER AVENUE,JEFFERSON AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4314968,Sedan,,2020-05-19 12:02:00,12,5,May,Tuesday,False,False
2020-05-19,MANHATTAN,10075.0,40.77137,-73.95339,,,1488 1 AVENUE,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4314598,Sedan,Bike,2020-05-19 15:30:00,15,5,May,Tuesday,False,False
