crash_date,borough,zip_code,latitude,longitude,on_street_name,cross_street_name,off_street_name,number_of_persons_injured,number_of_persons_killed,number_of_pedestrians_injured,number_of_pedestrians_killed,number_of_cyclist_injured,number_of_cyclist_killed,number_of_motorist_injured,number_of_motorist_killed,contributing_factor_vehicle_1,contributing_factor_vehicle_2,collision_id,vehicle_type_code_1,vehicle_type_code_2,crash_datetime,hour,month,month_name,day_of_week,is_weekend,is_fatal
2020-08-29,MANHATTAN,10032.0,40.842915,-73.9366,WEST 172 STREET,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4343049,Sedan,Sedan,2020-08-29 14:00:00,14,8,August,Saturday,True,False
2020-08-29,BRONX,10466.0,40.89084,-73.85699,,,754 EAST 230 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4343031,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 21:40:00,21,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11204.0,40.61879,-73.99426,17 AVENUE,68 STREET,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Traffic Control Disregarded,4342711,Sedan,Sedan,2020-08-29 13:40:00,13,8,August,Saturday,True,False
2020-08-29,STATEN ISLAND,10304.0,40.591736,-74.09668,JEFFERSON STREET,ALTER AVENUE,,1,0,0,0,0,0,1,0,Animals Action,,4342764,Sedan,,2020-08-29 05:45:00,5,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11203.0,40.656902,-73.947334,,,702 NEW YORK AVENUE,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,4342725,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 17:05:00,17,8,August,Saturday,True,False
2020-08-29,QUEENS,11423.0,40.714676,-73.76283,197 STREET,91 AVENUE,,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4343452,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 23:30:00,23,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10128.0,40.78519,-73.94934,EAST 96 STREET,3 AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4343123,Taxi,Station Wagon/Sport Utility Vehicle,2020-08-29 07:00:00,7,8,August,Saturday,True,False
2020-08-29,BRONX,10467.0,40.87916,-73.87715,RESERVOIR OVAL WEST,TRYON AVENUE,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4342680,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 04:06:00,4,8,August,Saturday,True,False
2020-08-29,,,40.689835,-73.9147,EVERGREEN AVENUE,,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4343521,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 19:20:00,19,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11234.0,40.612923,-73.9221,,,5414 AVENUE T,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4343236,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 16:41:00,16,8,August,Saturday,True,False
2020-08-29,QUEENS,11101.0,40.744026,-73.92616,39 STREET,QUEENS BOULEVARD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4343379,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 16:10:00,16,8,August,Saturday,True,False
2020-08-29,QUEENS,11385.0,40.700405,-73.9054,,,1723 CORNELIA STREET,1,0,1,0,0,0,0,0,,,4342891,,,2020-08-29 00:00:00,0,8,August,Saturday,True,False
2020-08-29,QUEENS,11378.0,40.719624,-73.91132,RUST STREET,GRAND AVENUE,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4342900,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 12:40:00,12,8,August,Saturday,True,False
2020-08-29,,,40.67036,-73.77779,137 AVENUE,,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4342747,Sedan,Bike,2020-08-29 18:00:00,18,8,August,Saturday,True,False
2020-08-29,,,40.652554,-73.92078,RALPH AVENUE,CHURCH AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,4343097,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 18:25:00,18,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10013.0,40.718884,-73.999275,,,201 CENTRE STREET,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,4343316,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 21:15:00,21,8,August,Saturday,True,False
2020-08-29,,,40.634884,-73.93343,EAST 45 STREET,,,1,0,0,0,1,0,0,0,Glare,Unspecified,4342956,Station Wagon/Sport Utility Vehicle,Bike,2020-08-29 17:35:00,17,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11212.0,40.669518,-73.911934,,,1663 PITKIN AVENUE,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,4342792,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 15:00:00,15,8,August,Saturday,True,False
2020-08-29,,,40.749283,-73.756645,LONG ISLAND EXPRESSWAY,,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,4342927,Station Wagon/Sport Utility Vehicle,Tractor Truck Gasoline,2020-08-29 23:09:00,23,8,August,Saturday,True,False
2020-08-29,QUEENS,11360.0,40.77965,-73.775444,,,23-98 BELL BOULEVARD,0,0,0,0,0,0,0,0,Backing Unsafely,,4342774,Sedan,,2020-08-29 09:00:00,9,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10016.0,40.749725,-73.98363,5 AVENUE,EAST 36 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4343059,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 18:50:00,18,8,August,Saturday,True,False
2020-08-29,QUEENS,11373.0,40.737694,-73.88224,QUEENS BOULEVARD,51 AVENUE,,3,0,0,0,0,0,3,0,Driver Inexperience,Unspecified,4342836,Motorcycle,Sedan,2020-08-29 20:39:00,20,8,August,Saturday,True,False
2020-08-29,BRONX,10469.0,40.87746,-73.853745,LACONIA AVENUE,EAST 215 STREET,,0,0,0,0,0,0,0,0,Unspecified,,4343253,Station Wagon/Sport Utility Vehicle,,2020-08-29 21:00:00,21,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11212.0,40.662724,-73.92629,,,1008 RUTLAND ROAD,0,0,0,0,0,0,0,0,Unspecified,,4342951,Sedan,,2020-08-29 00:00:00,0,8,August,Saturday,True,False
2020-08-29,QUEENS,11411.0,40.69317,-73.74483,FRANCIS LEWIS BOULEVARD,SPRINGFIELD BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4342737,Sedan,Sedan,2020-08-29 16:35:00,16,8,August,Saturday,True,False
2020-08-29,BRONX,10454.0,40.800446,-73.910866,EAST 134 STREET,WALNUT AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Unspecified,4342678,Sedan,Box Truck,2020-08-29 02:40:00,2,8,August,Saturday,True,False
2020-08-29,,,40.8047,-73.91243,EAST 138 STREET,BRUCKNER BOULEVARD,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343124,Box Truck,Pick-up Truck,2020-08-29 12:20:00,12,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11211.0,40.71335,-73.95153,,,437 UNION AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,4343081,Station Wagon/Sport Utility Vehicle,,2020-08-29 02:03:00,2,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11212.0,40.666187,-73.916664,SARATOGA AVENUE,SUTTER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4342794,Sedan,,2020-08-29 19:13:00,19,8,August,Saturday,True,False
2020-08-29,QUEENS,11373.0,40.74487,-73.87629,GLEANE STREET,WHITNEY AVENUE,,3,0,0,0,0,0,3,0,Driver Inattention/Distraction,Unspecified,4343005,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 01:24:00,1,8,August,Saturday,True,False
2020-08-29,,,40.847897,-73.94523,HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,4343047,Sedan,,2020-08-29 08:15:00,8,8,August,Saturday,True,False
2020-08-29,BRONX,10466.0,40.89009,-73.857254,,,760 EAST 229 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,Unspecified,4343255,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 21:41:00,21,8,August,Saturday,True,False
2020-08-29,,,40.680923,-73.83544,107 AVENUE,,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4342793,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 13:30:00,13,8,August,Saturday,True,False
2020-08-29,,,,,BRONX WHITESTONE BRIDGE,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4343498,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 14:45:00,14,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10027.0,40.80928,-73.949036,,,215 WEST 125 STREET,1,0,0,0,1,0,0,0,Unsafe Speed,Unspecified,4343254,Bike,Sedan,2020-08-29 00:50:00,0,8,August,Saturday,True,False
2020-08-29,QUEENS,11416.0,40.679344,-73.859535,78 STREET,LIBERTY AVENUE,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Failure to Yield Right-of-Way,4342795,Sedan,Sedan,2020-08-29 22:00:00,22,8,August,Saturday,True,False
2020-08-29,,,40.663124,-73.96244,EMPIRE BOULEVARD,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4342990,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 18:00:00,18,8,August,Saturday,True,False
2020-08-29,,,40.744892,-73.77022,LONG ISLAND EXPRESSWAY,,,4,0,0,0,0,0,4,0,Following Too Closely,Unspecified,4343035,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 13:40:00,13,8,August,Saturday,True,False
2020-08-29,BRONX,10475.0,40.882854,-73.8357,,,3880 BOSTON ROAD,1,0,1,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,4343250,Sedan,,2020-08-29 15:20:00,15,8,August,Saturday,True,False
2020-08-29,,,40.60415,-74.091156,TARGEE STREET,,,0,0,0,0,0,0,0,0,Unsafe Speed,Unsafe Lane Changing,4342761,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 09:00:00,9,8,August,Saturday,True,False
2020-08-29,QUEENS,11435.0,40.704876,-73.81279,HILLSIDE AVENUE,143 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4342701,Taxi,Sedan,2020-08-29 05:30:00,5,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11235.0,40.5921,-73.932526,,,2509 KNAPP STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343167,Sedan,Sedan,2020-08-29 06:00:00,6,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11230.0,40.633877,-73.95793,,,1169 OCEAN AVENUE,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4342809,Sedan,Sedan,2020-08-29 00:46:00,0,8,August,Saturday,True,False
2020-08-29,QUEENS,11420.0,40.6827,-73.81941,,,109-24 122 STREET,0,0,0,0,0,0,0,0,Animals Action,Unspecified,4342710,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 01:51:00,1,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10040.0,40.861256,-73.925674,THAYER STREET,NAGLE AVENUE,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4342978,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 11:30:00,11,8,August,Saturday,True,False
2020-08-29,,,40.876183,-73.854454,LACONIA AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343258,Sedan,Sedan,2020-08-29 23:00:00,23,8,August,Saturday,True,False
2020-08-29,QUEENS,11420.0,40.673115,-73.80171,VANWYCK EXPRESSWAY,ALWICK ROAD,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,4342803,Sedan,Sedan,2020-08-29 00:12:00,0,8,August,Saturday,True,False
2020-08-29,BRONX,10457.0,40.838543,-73.90095,,,3859 3 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,4343217,Station Wagon/Sport Utility Vehicle,,2020-08-29 15:46:00,15,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11230.0,40.615864,-73.95745,,,1717 AVENUE N,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,4342813,Taxi,Sedan,2020-08-29 05:27:00,5,8,August,Saturday,True,False
2020-08-29,BRONX,10457.0,40.844177,-73.90292,EAST 174 STREET,WEBSTER AVENUE,,0,0,0,0,0,0,0,0,Backing Unsafely,Unspecified,4343222,Sedan,,2020-08-29 21:40:00,21,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11213.0,40.679695,-73.936966,,,1588 FULTON STREET,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,,4343422,Sedan,,2020-08-29 13:12:00,13,8,August,Saturday,True,False
2020-08-29,QUEENS,11411.0,40.691948,-73.730675,231 STREET,LINDEN BOULEVARD,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4342738,Sedan,,2020-08-29 18:05:00,18,8,August,Saturday,True,False
2020-08-29,,,40.771053,-73.98715,WEST 60 STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4342824,Sedan,,2020-08-29 17:07:00,17,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11215.0,40.677692,-73.98792,,,430 CARROLL STREET,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,4343148,Box Truck,Sedan,2020-08-29 09:39:00,9,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11223.0,40.60594,-73.97929,WEST 6 STREET,QUENTIN ROAD,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4342750,Station Wagon/Sport Utility Vehicle,,2020-08-29 18:30:00,18,8,August,Saturday,True,False
2020-08-29,QUEENS,11413.0,40.676476,-73.736984,,,232-14 133 AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4342708,Sedan,Sedan,2020-08-29 12:40:00,12,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11249.0,40.705635,-73.9651,CLYMER STREET,JULIANA PLACE,,2,0,0,0,0,0,2,0,Backing Unsafely,Driver Inattention/Distraction,4343080,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 10:45:00,10,8,August,Saturday,True,False
2020-08-29,BRONX,10466.0,40.890945,-73.85992,EAST 229 STREET,LOWERRE PLACE,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4343259,AMBULANCE,Sedan,2020-08-29 23:30:00,23,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10019.0,,,,,706 Joe DiMaggio Hwy,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,4343318,Sedan,Sedan,2020-08-29 06:35:00,6,8,August,Saturday,True,False
2020-08-29,QUEENS,11104.0,40.737896,-73.92355,42 STREET,50 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343384,Station Wagon/Sport Utility Vehicle,Tow Truck / Wrecker,2020-08-29 14:00:00,14,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11221.0,40.69174,-73.91401,CORNELIA STREET,CENTRAL AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343554,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 19:26:00,19,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11234.0,40.61685,-73.92276,AVENUE O,EAST 54 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343242,Sedan,Sedan,2020-08-29 03:45:00,3,8,August,Saturday,True,False
2020-08-29,,,40.588924,-74.167625,RICHMOND AVENUE,RICHMOND HILL ROAD,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4343292,Motorcycle,Station Wagon/Sport Utility Vehicle,2020-08-29 21:10:00,21,8,August,Saturday,True,False
2020-08-29,STATEN ISLAND,10305.0,40.57925,-74.07781,SEAVIEW AVENUE,CAPODANNO BOULEVARD,,2,0,0,0,0,0,2,0,Unspecified,Unspecified,4342760,Dump,Sedan,2020-08-29 10:11:00,10,8,August,Saturday,True,False
2020-08-29,QUEENS,11377.0,40.75221,-73.90443,BROADWAY,57 STREET,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4342848,Sedan,Motorcycle,2020-08-29 00:00:00,0,8,August,Saturday,True,False
2020-08-29,,,40.708935,-73.79601,MERRICK BOULEVARD,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4343450,Sedan,Sedan,2020-08-29 16:00:00,16,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11237.0,40.699436,-73.91229,GATES AVENUE,MYRTLE AVENUE,,2,0,0,0,0,0,2,0,Turning Improperly,Failure to Keep Right,4343514,Sedan,Sedan,2020-08-29 19:48:00,19,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11234.0,40.62975,-73.93286,,,4575 KINGS HIGHWAY,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4343235,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 14:09:00,14,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10033.0,40.846764,-73.933784,WEST 178 STREET,AUDUBON AVENUE,,0,0,0,0,0,0,0,0,Brakes Defective,Unspecified,4343045,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 16:45:00,16,8,August,Saturday,True,False
2020-08-29,QUEENS,11101.0,40.7448,-73.953415,VERNON BOULEVARD,47 ROAD,,1,0,0,0,0,0,1,0,Unsafe Speed,Unspecified,4343387,Sedan,Moped,2020-08-29 22:10:00,22,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11207.0,40.68812,-73.9117,EVERGREEN AVENUE,ELDERT STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4343545,MOPED,Sedan,2020-08-29 12:21:00,12,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10013.0,40.718708,-74.000946,,,262 CANAL STREET,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343313,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 02:45:00,2,8,August,Saturday,True,False
2020-08-29,,,40.754658,-73.833115,SANFORD AVENUE,,,0,0,0,0,0,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,4342758,Station Wagon/Sport Utility Vehicle,Bike,2020-08-29 21:45:00,21,8,August,Saturday,True,False
2020-08-29,,,40.734768,-73.861595,LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Following Too Closely,Unspecified,4342704,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 11:29:00,11,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11234.0,40.62625,-73.920876,AVENUE K,EAST 57 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4343234,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 13:50:00,13,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10018.0,40.753475,-73.99254,WEST 36 STREET,8 AVENUE,,1,0,1,0,0,0,0,0,Failure to Yield Right-of-Way,,4343015,Sedan,,2020-08-29 07:10:00,7,8,August,Saturday,True,False
2020-08-29,QUEENS,11358.0,40.7527,-73.805046,,,46-60 162 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,4342722,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 06:30:00,6,8,August,Saturday,True,False
2020-08-29,,,,,EAST FORDHAM ROAD,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,4342832,Station Wagon/Sport Utility Vehicle,,2020-08-29 00:51:00,0,8,August,Saturday,True,False
2020-08-29,BRONX,10472.0,40.831043,-73.88071,EAST 172 STREET,WHEELER AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4343275,Sedan,,2020-08-29 18:50:00,18,8,August,Saturday,True,False
2020-08-29,,,,,141 STREET,UNION TURNPIKE,,0,0,0,0,0,0,0,0,Unspecified,,4342731,Sedan,,2020-08-29 00:00:00,0,8,August,Saturday,True,False
2020-08-29,,,40.762913,-73.96981,EAST 59 STREET,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,4343122,Taxi,Station Wagon/Sport Utility Vehicle,2020-08-29 01:45:00,1,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11201.0,40.697178,-73.994965,,,146 HICKS STREET,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4343201,Sedan,,2020-08-29 21:00:00,21,8,August,Saturday,True,False
2020-08-29,,,40.743275,-73.77572,LONG ISLAND EXPRESSWAY,,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,4342717,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 16:30:00,16,8,August,Saturday,True,False
2020-08-29,,,40.68268,-73.922676,RALPH AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,4343414,Sedan,Sedan,2020-08-29 08:40:00,8,8,August,Saturday,True,False
2020-08-29,,,,,COLLEGE POINT BOULEVARD,WHITESTONE EXPRESSWAY,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,4342757,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-29 17:50:00,17,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11211.0,40.70835,-73.95323,SOUTH 4 STREET,HOOPER STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343082,Sedan,Bus,2020-08-29 20:42:00,20,8,August,Saturday,True,False
2020-08-29,QUEENS,11385.0,40.697903,-73.90165,,,1719 STEPHEN STREET,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,4342899,Ambulance,Van,2020-08-29 13:30:00,13,8,August,Saturday,True,False
2020-08-29,BRONX,10466.0,40.88845,-73.841965,BAYCHESTER AVENUE,EAST 233 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4343249,Sedan,Sedan,2020-08-29 00:35:00,0,8,August,Saturday,True,False
2020-08-29,,,40.82999,-73.84887,CROSS BRONX EXPRESSWAY,WATSON AVENUE,,1,0,0,0,0,0,1,0,,,4343269,,,2020-08-29 02:10:00,2,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11214.0,40.582752,-73.98633,,,2970 CROPSEY AVENUE,0,0,0,0,0,0,0,0,Unspecified,,4343215,Sedan,,2020-08-29 09:05:00,9,8,August,Saturday,True,False
2020-08-29,QUEENS,11105.0,40.77004,-73.90951,STEINWAY STREET,23 ROAD,,1,0,0,0,1,0,0,0,Following Too Closely,Unspecified,4342800,Station Wagon/Sport Utility Vehicle,Bike,2020-08-29 15:30:00,15,8,August,Saturday,True,False
2020-08-29,BRONX,10468.0,40.869656,-73.898926,WEST 195 STREET,RESERVOIR AVENUE,,7,0,0,0,0,0,7,0,Failure to Yield Right-of-Way,Unsafe Lane Changing,4342835,Sedan,Station Wagon/Sport Utility Vehicle,2020-08-29 14:30:00,14,8,August,Saturday,True,False
2020-08-29,,,40.820137,-73.89029,BRUCKNER EXPRESSWAY,,,0,0,0,0,0,0,0,0,Other Vehicular,,4342729,Taxi,,2020-08-29 05:30:00,5,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11223.0,40.589157,-73.98282,WEST 13 STREET,AVENUE X,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,4343224,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-29 17:30:00,17,8,August,Saturday,True,False
2020-08-29,BROOKLYN,11211.0,40.717907,-73.94666,FROST STREET,MANHATTAN AVENUE,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,4343326,Sedan,Sedan,2020-08-29 19:10:00,19,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10009.0,40.727844,-73.98223,EAST 10 STREET,AVENUE A,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,4343531,Station Wagon/Sport Utility Vehicle,,2020-08-29 19:50:00,19,8,August,Saturday,True,False
2020-08-29,BRONX,10467.0,40.8755,-73.876495,EAST 207 STREET,PERRY AVENUE,,0,0,0,0,0,0,0,0,Unspecified,,4342837,Station Wagon/Sport Utility Vehicle,,2020-08-29 16:49:00,16,8,August,Saturday,True,False
2020-08-29,MANHATTAN,10026.0,40.80322,-73.95253,WEST 116 STREET,7 AVENUE,,1,0,0,0,1,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,4343265,Taxi,E-Scooter,2020-08-29 18:09:00,18,8,August,Saturday,True,False
2020-08-28,,,40.86221,-73.89965,EAST FORDHAM ROAD,EAST 188 STREET,,0,0,0,0,0,0,0,0,Unspecified,,4343375,Sedan,,2020-08-28 16:00:00,16,8,August,Friday,False,False
2020-08-28,,,,,BELT PARKWAY,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4342720,Station Wagon/Sport Utility Vehicle,Sedan,2020-08-28 21:13:00,21,8,August,Friday,False,False
2020-08-28,,,,,BELT PARKWAY,,,1,0,0,0,0,0,1,0,Unsafe Speed,,4342445,Sedan,,2020-08-28 02:19:00,2,8,August,Friday,False,False
2020-08-28,,,,,,,67 WEST DRIVE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,4342542,Bike,,2020-08-28 07:50:00,7,8,August,Friday,False,False
2020-08-28,,,,,QUEENS MIDTOWN TUNNEL,,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,4342755,Bus,Sedan,2020-08-28 09:40:00,9,8,August,Friday,False,False
2020-08-28,QUEENS,11420.0,40.68079,-73.806305,135 STREET,115 AVENUE,,1,0,0,0,0,0,1,0,Passing or Lane Usage Improper,Unspecified,4342447,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,2020-08-28 01:45:00,1,8,August,Friday,False,False
2020-08-28,QUEENS,11377.0,40.746334,-73.89633,ROOSEVELT AVENUE,69 STREET,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,4342845,Bike,,2020-08-28 18:30:00,18,8,August,Friday,False,False
2020-08-28,BROOKLYN,11233.0,40.668377,-73.92012,PITKIN AVENUE,HOWARD AVENUE,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,4342783,Bike,,2020-08-28 13:10:00,13,8,August,Friday,False,False
2020-08-28,BRONX,10466.0,40.89379,-73.85164,,,4210 DIGNEY AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,4343232,Pick-up Truck,,2020-08-28 12:00:00,12,8,August,Friday,False,False
2020-08-28,BROOKLYN,11235.0,40.5839,-73.93874,EMMONS AVENUE,NOSTRAND AVENUE,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,4343179,Sedan,Sedan,2020-08-28 20:18:00,20,8,August,Friday,False,False
2020-08-28,,,40.862602,-73.92028,WEST 204 STREET,,,0,0,0,0,0,0,0,0,Unspecified,,4342975,Station Wagon/Sport Utility Vehicle,,2020-08-28 06:00:00,6,8,August,Friday,False,False
